"Symbol","Name","EntrezGene.ID","Ensembl.Gene.ID","MGI.ID","Gene.group.name"
"UBE2W","ubiquitin conjugating enzyme E2 W",55284,"ENSG00000104343","MGI:1914049","Ubiquitin conjugating enzymes E2"
"UBE2WP1","ubiquitin conjugating enzyme E2 W pseudogene 1",619457,"ENSG00000234422","",""
"UBE2Z","ubiquitin conjugating enzyme E2 Z",65264,"ENSG00000159202","MGI:1343160","Ubiquitin conjugating enzymes E2"
"UBE3A","ubiquitin protein ligase E3A",7337,"ENSG00000114062","MGI:105098","HECT domain containing"
"UBE3AP1","ubiquitin protein ligase E3A pseudogene 1",7338,"","",""
"UBE3AP2","ubiquitin protein ligase E3A pseudogene 2",7339,"ENSG00000228941","",""
"UBE3B","ubiquitin protein ligase E3B",89910,"ENSG00000151148","MGI:1891295","HECT domain containing"
"UBE3C","ubiquitin protein ligase E3C",9690,"ENSG00000009335","MGI:2140998","HECT domain containing"
"UBE3D","ubiquitin protein ligase E3D",90025,"ENSG00000118420","MGI:1917598",""
"UBE4A","ubiquitination factor E4A",9354,"ENSG00000110344","MGI:2154580","U-box domain containing|Armadillo-like helical domain containing"
"UBE4B","ubiquitination factor E4B",10277,"ENSG00000130939","MGI:1927086","U-box domain containing"
"UBFD1","ubiquitin family domain containing 1",56061,"ENSG00000103353","MGI:107301",""
"UBFD1P1","ubiquitin family domain containing 1 pseudogene 1",100130484,"ENSG00000244653","",""
"UBIAD1","UbiA prenyltransferase domain containing 1",29914,"ENSG00000120942","MGI:1918957",""
"UBL3","ubiquitin like 3",5412,"ENSG00000122042","MGI:1344373",""
"UBL4A","ubiquitin like 4A",8266,"ENSG00000102178","MGI:95049","GET4-GET5 transmembrane domain recognition complex subunits|BAG6 complex"
"UBL4B","ubiquitin like 4B",164153,"ENSG00000186150","MGI:1914841",""
"UBL5","ubiquitin like 5",59286,"ENSG00000198258","MGI:1913427",""
"UBL5P1","ubiquitin like 5 pseudogene 1",100130803,"ENSG00000248418","",""
"UBL5P2","ubiquitin like 5 pseudogene 2",100287215,"ENSG00000266282","",""
"UBL5P3","ubiquitin like 5 pseudogene 3",100129031,"ENSG00000240359","",""
"UBL5P4","ubiquitin like 5 pseudogene 4",NA,"ENSG00000260224","",""
"UBL7","ubiquitin like 7",84993,"ENSG00000138629","MGI:1916709",""
"UBL7-AS1","UBL7 antisense RNA 1 (head to head)",440288,"ENSG00000247240","","Antisense RNAs"
"UBLCP1","ubiquitin like domain containing CTD phosphatase 1",134510,"ENSG00000164332","MGI:1933105","CTD family phosphatases"
"UBN1","ubinuclein 1",29855,"ENSG00000118900","MGI:1891307","Protein phosphatase 1 regulatory subunits|HIRA histone chaperone complex subunits"
"UBN2","ubinuclein 2",254048,"ENSG00000157741","MGI:2444236",""
"UBOX5","U-box domain containing 5",22888,"ENSG00000185019","MGI:2154658","Ring finger proteins|U-box domain containing"
"UBOX5-AS1","UBOX5 antisense RNA 1",100134015,"ENSG00000235958","","Antisense RNAs"
"UBP1","upstream binding protein 1",7342,"ENSG00000153560","MGI:104889",""
"UBQLN1","ubiquilin 1",29979,"ENSG00000135018","MGI:1860276","Ubiquilin family"
"UBQLN1P1","ubiquilin 1 pseudogene 1",387117,"ENSG00000236405","",""
"UBQLN2","ubiquilin 2",29978,"ENSG00000188021","MGI:1860283","Ubiquilin family"
"UBQLN3","ubiquilin 3",50613,"ENSG00000175520","MGI:3045291","Ubiquilin family"
"UBQLN4","ubiquilin 4",56893,"ENSG00000160803","MGI:2150152","Ubiquilin family"
"UBQLN4P1","ubiquilin 4 pseudogene 1",285329,"ENSG00000241627","",""
"UBQLN4P2","ubiquilin 4 pseudogene 2",100131393,"ENSG00000226213","",""
"UBQLNL","ubiquilin like",143630,"ENSG00000175518","MGI:2685336","Ubiquilin family"
"UBR1","ubiquitin protein ligase E3 component n-recognin 1",197131,"ENSG00000159459","MGI:1277977","Ubiquitin protein ligase E3 component n-recognins"
"UBR2","ubiquitin protein ligase E3 component n-recognin 2",23304,"ENSG00000024048","MGI:1861099","Ubiquitin protein ligase E3 component n-recognins"
"UBR3","ubiquitin protein ligase E3 component n-recognin 3",130507,"ENSG00000144357","MGI:1861100","Ubiquitin protein ligase E3 component n-recognins"
"UBR4","ubiquitin protein ligase E3 component n-recognin 4",23352,"ENSG00000127481","MGI:1916366","Ubiquitin protein ligase E3 component n-recognins|Armadillo-like helical domain containing"
"UBR5","ubiquitin protein ligase E3 component n-recognin 5",51366,"ENSG00000104517","MGI:1918040","HECT domain containing|Ubiquitin protein ligase E3 component n-recognins"
"UBR5-AS1","UBR5 antisense RNA 1",101927221,"ENSG00000246263","","Antisense RNAs"
"UBR7","ubiquitin protein ligase E3 component n-recognin 7",55148,"ENSG00000012963","MGI:1913872","Ubiquitin protein ligase E3 component n-recognins"
"UBTD1","ubiquitin domain containing 1",80019,"ENSG00000165886","MGI:2385092",""
"UBTD2","ubiquitin domain containing 2",92181,"ENSG00000168246","MGI:2444752",""
"UBTF","upstream binding transcription factor",7343,"ENSG00000108312","MGI:98512","MicroRNA protein coding host genes"
"UBTFL1","upstream binding transcription factor like 1",642623,"ENSG00000255009","MGI:3588290",""
"UBTFL2","UBTF like 2 (pseudogene)",120126,"ENSG00000234376","",""
"UBTFL3","UBTF like 3 (pseudogene)",129870,"ENSG00000204699","",""
"UBTFL5","UBTF like 5 (pseudogene)",728231,"ENSG00000204705","",""
"UBTFL6","UBTF like 6 (pseudogene)",643615,"ENSG00000228970","",""
"UBTFL7","UBTF like 7 (pseudogene)",646759,"ENSG00000229361","",""
"UBTFL8","UBTF like 8 (pseudogene)",643182,"ENSG00000224082","",""
"UBTFL9","UBTF like 9 (pseudogene)",NA,"ENSG00000254567","",""
"UBTFL10","UBTF like 10 (pseudogene)",NA,"ENSG00000255385","",""
"UBTFL11","UBTF like 11 (pseudogene)",NA,"ENSG00000233007","",""
"UBXN1","UBX domain protein 1",51035,"ENSG00000162191","MGI:1289301","UBX domain containing"
"UBXN2A","UBX domain protein 2A",165324,"ENSG00000173960","MGI:2442310","UBX domain containing"
"UBXN2B","UBX domain protein 2B",137886,"ENSG00000215114","MGI:1915303","UBX domain containing"
"UBXN4","UBX domain protein 4",23190,"ENSG00000144224","MGI:1915062","UBX domain containing"
"UBXN6","UBX domain protein 6",80700,"","MGI:1913780","UBX domain containing"
"UBXN7","UBX domain protein 7",26043,"ENSG00000163960","MGI:2146388","UBX domain containing"
"UBXN7-AS1","UBXN7 antisense RNA 1",NA,"ENSG00000225822","","Antisense RNAs"
"UBXN8","UBX domain protein 8",7993,"ENSG00000104691","MGI:1337129","UBX domain containing"
"UBXN10","UBX domain protein 10",127733,"ENSG00000162543","MGI:2443123","UBX domain containing"
"UBXN10-AS1","UBXN10 antisense RNA 1",101928017,"ENSG00000225986","","Antisense RNAs"
"UBXN11","UBX domain protein 11",91544,"ENSG00000158062","MGI:1914836","UBX domain containing"
"UCA1","urothelial cancer associated 1",652995,"ENSG00000214049","","Long non-coding RNAs with non-systematic symbols"
"UCHL1","ubiquitin C-terminal hydrolase L1",7345,"ENSG00000154277","MGI:103149","Ubiquitin C-terminal hydrolases"
"UCHL1-AS1","UCHL1 antisense RNA 1 (head to head)",NA,"ENSG00000251173","","Antisense RNAs"
"UCHL3","ubiquitin C-terminal hydrolase L3",7347,"ENSG00000118939","MGI:1355274","Ubiquitin C-terminal hydrolases"
"UCHL5","ubiquitin C-terminal hydrolase L5",51377,"ENSG00000116750","MGI:1914848","INO80 complex |Ubiquitin C-terminal hydrolases"
"UCK1","uridine-cytidine kinase 1",83549,"ENSG00000130717","MGI:98904",""
"UCK2","uridine-cytidine kinase 2",7371,"ENSG00000143179","MGI:1931744","MicroRNA protein coding host genes"
"UCKL1","uridine-cytidine kinase 1 like 1",54963,"ENSG00000198276","MGI:1915806","MicroRNA protein coding host genes"
"UCKL1-AS1","UCKL1 antisense RNA 1",100113386,"","","Antisense RNAs"
"UCMA","upper zone of growth plate and cartilage matrix associated",221044,"ENSG00000165623","MGI:1915777",""
"UCN","urocortin",7349,"ENSG00000163794","MGI:1276123","Neuropeptides"
"UCN2","urocortin 2",90226,"ENSG00000145040","MGI:2176375","Neuropeptides"
"UCN3","urocortin 3",114131,"ENSG00000178473","MGI:1932970","Neuropeptides"
"UCP1","uncoupling protein 1",7350,"ENSG00000109424","MGI:98894","Solute carriers"
"UCP2","uncoupling protein 2",7351,"ENSG00000175567","MGI:109354","Solute carriers"
"UCP3","uncoupling protein 3",7352,"ENSG00000175564","MGI:1099787","Solute carriers"
"UEVLD","UEV and lactate/malate dehyrogenase domains",55293,"ENSG00000151116","MGI:1860490",""
"UFC1","ubiquitin-fold modifier conjugating enzyme 1",51506,"ENSG00000143222","MGI:1913405",""
"UFD1","ubiquitin recognition factor in ER associated degradation 1",7353,"ENSG00000070010","MGI:109353",""
"UFL1","UFM1 specific ligase 1",23376,"ENSG00000014123","MGI:1914740",""
"UFL1-AS1","UFL1 antisense RNA 1",NA,"ENSG00000233797","","Antisense RNAs"
"UFM1","ubiquitin fold modifier 1",51569,"ENSG00000120686","MGI:1915140",""
"UFSP1","UFM1 specific peptidase 1 (inactive)",402682,"ENSG00000176125","MGI:1917490",""
"UFSP2","UFM1 specific peptidase 2",55325,"ENSG00000109775","MGI:1913679",""
"UGCG","UDP-glucose ceramide glucosyltransferase",7357,"ENSG00000148154","MGI:1332243","MicroRNA protein coding host genes|UDP-glucose ceramide glucosyltransferases"
"UGDH","UDP-glucose 6-dehydrogenase",7358,"ENSG00000109814","MGI:1306785",""
"UGDH-AS1","UGDH antisense RNA 1",100885776,"ENSG00000249348","","Antisense RNAs"
"UGGT1","UDP-glucose glycoprotein glucosyltransferase 1",56886,"ENSG00000136731","MGI:2443162","UDP-glucose glycoprotein glucosyltransferases"
"UGGT2","UDP-glucose glycoprotein glucosyltransferase 2",55757,"ENSG00000102595","MGI:1913685","UDP-glucose glycoprotein glucosyltransferases"
"UGP2","UDP-glucose pyrophosphorylase 2",7360,"ENSG00000169764","MGI:2183447",""
"UGT1A","UDP glucuronosyltransferase family 1 member A complex locus",7361,"","","UDP glucuronosyltransferases"
"UGT1A1","UDP glucuronosyltransferase family 1 member A1",54658,"ENSG00000241635","","UDP glucuronosyltransferases"
"UGT1A2P","UDP glucuronosyltransferase family 1 member A2, pseudogene",54580,"ENSG00000228445","","UDP glucuronosyltransferases"
"UGT1A3","UDP glucuronosyltransferase family 1 member A3",54659,"ENSG00000243135","","UDP glucuronosyltransferases"
"UGT1A4","UDP glucuronosyltransferase family 1 member A4",54657,"ENSG00000244474","","UDP glucuronosyltransferases"
"UGT1A5","UDP glucuronosyltransferase family 1 member A5",54579,"ENSG00000240224","","UDP glucuronosyltransferases"
"UGT1A6","UDP glucuronosyltransferase family 1 member A6",54578,"ENSG00000167165","","UDP glucuronosyltransferases"
"UGT1A7","UDP glucuronosyltransferase family 1 member A7",54577,"ENSG00000244122","","UDP glucuronosyltransferases"
"UGT1A8","UDP glucuronosyltransferase family 1 member A8",54576,"ENSG00000242366","","UDP glucuronosyltransferases"
"UGT1A9","UDP glucuronosyltransferase family 1 member A9",54600,"ENSG00000241119","","UDP glucuronosyltransferases"
"UGT1A10","UDP glucuronosyltransferase family 1 member A10",54575,"ENSG00000242515","","UDP glucuronosyltransferases"
"UGT1A11P","UDP glucuronosyltransferase family 1 member A11, pseudogene",54574,"ENSG00000227846","","UDP glucuronosyltransferases"
"UGT1A12P","UDP glucuronosyltransferase family 1 member A12, pseudogene",54573,"ENSG00000228949","","UDP glucuronosyltransferases"
"UGT1A13P","UDP glucuronosyltransferase family 1 member A13, pseudogene",404204,"ENSG00000234143","","UDP glucuronosyltransferases"
"UGT2A1","UDP glucuronosyltransferase family 2 member A1 complex locus",10941,"ENSG00000173610","MGI:2149905","UDP glucuronosyltransferases"
"UGT2A2","UDP glucuronosyltransferase family 2 member A2",574537,"ENSG00000271271","MGI:3576095","UDP glucuronosyltransferases"
"UGT2A3","UDP glucuronosyltransferase family 2 member A3",79799,"ENSG00000135220","MGI:1919344","UDP glucuronosyltransferases"
"UGT2A3P7","UDP glucuronosyltransferase family 2 member A3 pseudogene 7",100422023,"ENSG00000248886","",""
"UGT2B4","UDP glucuronosyltransferase family 2 member B4",7363,"ENSG00000156096","","UDP glucuronosyltransferases"
"UGT2B7","UDP glucuronosyltransferase family 2 member B7",7364,"ENSG00000171234","","UDP glucuronosyltransferases"
"UGT2B10","UDP glucuronosyltransferase family 2 member B10",7365,"ENSG00000109181","","UDP glucuronosyltransferases"
"UGT2B11","UDP glucuronosyltransferase family 2 member B11",10720,"ENSG00000213759","","UDP glucuronosyltransferases"
"UGT2B15","UDP glucuronosyltransferase family 2 member B15",7366,"ENSG00000196620","","UDP glucuronosyltransferases"
"UGT2B17","UDP glucuronosyltransferase family 2 member B17",7367,"ENSG00000197888","","UDP glucuronosyltransferases|Minor histocompatibility antigens"
"UGT2B24P","UDP glucuronosyltransferase family 2 member B24, pseudogene",54572,"ENSG00000249956","","UDP glucuronosyltransferases"
"UGT2B25P","UDP glucuronosyltransferase family 2 member B25, pseudogene",54571,"ENSG00000215110","","UDP glucuronosyltransferases"
"UGT2B26P","UDP glucuronosyltransferase family 2 member B26, pseudogene",54570,"ENSG00000250919","","UDP glucuronosyltransferases"
"UGT2B27P","UDP glucuronosyltransferase family 2 member B27, pseudogene",54569,"ENSG00000251685","","UDP glucuronosyltransferases"
"UGT2B28","UDP glucuronosyltransferase family 2 member B28",54490,"ENSG00000135226","","UDP glucuronosyltransferases"
"UGT2B29P","UDP glucuronosyltransferase family 2 member B29, pseudogene",54568,"ENSG00000250566","","UDP glucuronosyltransferases"
"UGT3A1","UDP glycosyltransferase family 3 member A1",133688,"ENSG00000145626","MGI:2146055, MGI:2145969","UDP glucuronosyltransferases"
"UGT3A2","UDP glycosyltransferase family 3 member A2",167127,"ENSG00000168671","MGI:2146055, MGI:2145969","UDP glucuronosyltransferases"
"UGT8","UDP glycosyltransferase 8",7368,"ENSG00000174607","MGI:109522","UDP glucuronosyltransferases|MicroRNA protein coding host genes"
"UHMK1","U2AF homology motif kinase 1",127933,"ENSG00000152332","MGI:1341908","RNA binding motif containing"
"UHRF1","ubiquitin like with PHD and ring finger domains 1",29128,"ENSG00000276043","MGI:1338889","MicroRNA protein coding host genes|PHD finger proteins|Ring finger proteins|Tudor domain containing"
"UHRF1BP1","UHRF1 binding protein 1",54887,"ENSG00000065060","MGI:3041238",""
"UHRF1BP1L","UHRF1 binding protein 1 like",23074,"ENSG00000111647","MGI:2442888",""
"UHRF2","ubiquitin like with PHD and ring finger domains 2",115426,"ENSG00000147854","MGI:1923718","Tudor domain containing|Ring finger proteins|PHD finger proteins"
"UHRF2P1","ubiquitin like with PHD and ring finger domains 2 pseudogene 1",260337,"ENSG00000223650","",""
"UIMC1","ubiquitin interaction motif containing 1",51720,"ENSG00000087206","MGI:103185","BRCA1 A complex"
"ULBP1","UL16 binding protein 1",80329,"ENSG00000111981","MGI:1925027",""
"ULBP2","UL16 binding protein 2",80328,"ENSG00000131015","MGI:1925027",""
"ULBP3","UL16 binding protein 3",79465,"ENSG00000131019","MGI:3588256",""
"ULK1","unc-51 like autophagy activating kinase 1",8408,"ENSG00000177169","MGI:1270126","Autophagy related"
"ULK2","unc-51 like autophagy activating kinase 2",9706,"ENSG00000083290","MGI:1352758","Autophagy related"
"ULK3","unc-51 like kinase 3",25989,"","MGI:1918992","MicroRNA protein coding host genes"
"ULK4","unc-51 like kinase 4",54986,"ENSG00000168038","MGI:1921622","Armadillo-like helical domain containing"
"ULK4P1","ULK4 pseudogene 1",89838,"ENSG00000261279","",""
"ULK4P2","ULK4 pseudogene 2",100288380,"ENSG00000260128","",""
"ULK4P3","ULK4 pseudogene 3",89837,"ENSG00000178081","",""
"UMAD1","UBAP1-MVB12-associated (UMA) domain containing 1",729852,"ENSG00000219545","MGI:3840148",""
"UMLILO","upstream master lncRNA of the inflammatory chemokine locus",NA,"ENSG00000228277","","Long non-coding RNAs with non-systematic symbols"
"UMOD","uromodulin",7369,"ENSG00000169344","MGI:102674",""
"UMODL1","uromodulin like 1",89766,"ENSG00000177398","MGI:1929785",""
"UMODL1-AS1","UMODL1 antisense RNA 1",150147,"ENSG00000184385","","Antisense RNAs"
"UMPS","uridine monophosphate synthetase",7372,"ENSG00000114491","MGI:1298388","MicroRNA protein coding host genes"
"UNC5A","unc-5 netrin receptor A",90249,"ENSG00000113763","MGI:894682","I-set domain containing|Ig-like cell adhesion molecule family"
"UNC5B","unc-5 netrin receptor B",219699,"ENSG00000107731","MGI:894703","Ig-like cell adhesion molecule family|I-set domain containing"
"UNC5B-AS1","UNC5B antisense RNA 1",728978,"ENSG00000237512","","Antisense RNAs"
"UNC5C","unc-5 netrin receptor C",8633,"ENSG00000182168","MGI:1095412","I-set domain containing"
"UNC5CL","unc-5 family C-terminal like",222643,"ENSG00000124602","MGI:1923839",""
"UNC5D","unc-5 netrin receptor D",137970,"ENSG00000156687","MGI:2389364","I-set domain containing|Ig-like cell adhesion molecule family"
"UNC13A","unc-13 homolog A",23025,"ENSG00000130477","MGI:3051532","UNC13 homologs"
"UNC13B","unc-13 homolog B",10497,"ENSG00000198722","MGI:1342278","UNC13 homologs"
"UNC13C","unc-13 homolog C",440279,"ENSG00000137766","MGI:2149021","UNC13 homologs"
"UNC13D","unc-13 homolog D",201294,"ENSG00000092929","MGI:1917700","UNC13 homologs"
"UNC45A","unc-45 myosin chaperone A",55898,"ENSG00000140553","MGI:2142246","Armadillo-like helical domain containing"
"UNC45B","unc-45 myosin chaperone B",146862,"ENSG00000141161","MGI:2443377","Armadillo-like helical domain containing"
"UNC50","unc-50 inner nuclear membrane RNA binding protein",25972,"ENSG00000115446","MGI:1914637",""
"UNC79","unc-79 homolog, NALCN channel complex subunit",57578,"ENSG00000133958","MGI:2684729","Armadillo-like helical domain containing"
"UNC80","unc-80 homolog, NALCN channel complex subunit",285175,"ENSG00000144406","MGI:2652882",""
"UNC93A","unc-93 homolog A",54346,"ENSG00000112494","MGI:3712668",""
"UNC93B1","unc-93 homolog B1, TLR signaling regulator",81622,"ENSG00000110057","MGI:1859307",""
"UNC93B2","unc-93 homolog B2 (pseudogene)",641922,"ENSG00000155070","",""
"UNC93B3","unc-93 homolog B3 (pseudogene)",285296,"ENSG00000172971","",""
"UNC93B4","unc-93 homolog B4 (pseudogene)",643384,"ENSG00000250381","",""
"UNC93B5","unc-93 homolog B5 (pseudogene)",729196,"ENSG00000184795","",""
"UNC93B6","unc-93 homolog B6 (pseudogene)",255620,"ENSG00000255562","",""
"UNC93B7","unc-93 homolog B7 (pseudogene)",100887746,"ENSG00000251624","",""
"UNC93B8","unc-93 homolog B8 (pseudogene)",100887748,"ENSG00000249272","",""
"UNC119","unc-119 lipid binding chaperone",9094,"ENSG00000109103","MGI:1328357",""
"UNC119B","unc-119 lipid binding chaperone B",84747,"ENSG00000175970","MGI:2147162","MicroRNA protein coding host genes"
"UNCX","UNC homeobox",340260,"ENSG00000164853","MGI:108013","PRD class homeoboxes and pseudogenes"
"UNG","uracil DNA glycosylase",7374,"ENSG00000076248","MGI:109352","DNA glycosylases"
"UNGP1","uracil-DNA glycosylase pseudogene 1",57004,"ENSG00000260818","",""
"UNGP2","uracil-DNA glycosylase pseudogene 2",NA,"","",""
"UNGP3","uracil-DNA glycosylase pseudogene 3",319122,"ENSG00000270343","",""
"UNK","unk zinc finger",85451,"","MGI:2442456","Zinc fingers CCCH-type"
"UNKL","unk like zinc finger",64718,"ENSG00000059145","MGI:1921404","Ring finger proteins|Zinc fingers CCCH-type"
"UOX","urate oxidase (pseudogene)",391051,"ENSG00000240520","MGI:98907",""
"UPB1","beta-ureidopropionase 1",51733,"ENSG00000100024","MGI:2143535",""
"UPF1","UPF1 RNA helicase and ATPase",5976,"ENSG00000005007","MGI:107995","DECID complex|SURF complex|UPF1 like RNA helicases"
"UPF2","UPF2 regulator of nonsense mediated mRNA decay",26019,"ENSG00000151461","MGI:2449307","DECID complex"
"UPF3A","UPF3A regulator of nonsense mediated mRNA decay",65110,"ENSG00000169062","MGI:1914281",""
"UPF3AP1","UPF3A pseudogene 1",147226,"ENSG00000226478","",""
"UPF3AP2","UPF3A pseudogene 2",147150,"ENSG00000214832","",""
"UPF3AP3","UPF3A pseudogene 3",100422343,"ENSG00000234709","",""
"UPF3B","UPF3B regulator of nonsense mediated mRNA decay",65109,"ENSG00000125351","MGI:1915384","DECID complex"
